kind,display_name,name,from_network,from_tracker,in_general,in_creative,in_skan,in_skan_raw,in_ad_mon,desc
dimension,Account ID,adn_account_id,False,False,True,True,False,False,False,"Your account ID from which we pulled the data. In some networks, such as Facebook and Google Ads, you may have multiple ad account IDs."
dimension,Account Name,adn_account_name,False,False,True,True,False,False,False,"The account name of the campaign, as reported by the ad network (when applicable)."
dimension,Ad Instance ID,instance_id,True,True,False,False,False,False,True,The targeting (be it country or a specific app) associated with the bid. Some networks refer to this dimension as Line Item or Mediation Group.
dimension,Ad Instance Name,instance_name,True,True,False,False,False,False,True,The targeting (be it country or a specific app) associated with the bid. Some networks refer to this dimension as Line Item or Mediation Group.
dimension,"Ad MonetizationAd Monetization: Earning revenue by showing ads in your mobile app. Singular can track ad revenue as well as in-app purchase revenue to give you your complete campaign ROI. Learn more  SourceSource: In Singular reporting, a source is an ad network or other third-party platform in which you advertised your product.",source,True,True,False,False,False,False,True,In Ad Monetization Reporting: the name of the monetization network.
dimension,Ad PlacementPlacement: A field in Singular reporting that says where/when the ad was displayed in the website/app (the precise meaning varies between networks). Not to be confused with Ad Placement (which is an Ad Mon-specific dimension). ID,ad_placement_id,True,True,False,False,False,False,True,The placement of the ad within the app (not to be confused with the ad type or the geo). Note that this dimension is given different names in different ad networks.
dimension,Ad Placement Name,ad_placement_name,True,True,False,False,False,False,True,The placement of the ad within the app (not to be confused with the ad type or the geo). Note that this dimension is given different names in different ad networks.
dimension,Ad Type ID,ad_type_id,True,True,False,False,False,False,True,"The type of the ad, e.g., ""banner"" or ""rewarded video"". In other platforms, this may be referred to as the Ad Unit or the Ad Format."
dimension,Ad Type Name,ad_type_name,True,True,False,False,False,False,True,"The type of the ad, e.g., ""banner"" or ""rewarded video"". In other platforms, this may be referred to as the Ad Unit or the Ad Format."
dimension,Affiliate ID,affiliate_id,False,False,True,False,False,False,False,"In cases where there is a third party involved in the campaign, e.g. if the network bought inventory from another platform, or a DSP bought inventory from an exchange, this is the ID of the platform/exchange."
dimension,Affiliate Name,affiliate_name,False,False,True,False,False,False,False,"In cases where there is a third party involved in the campaign, e.g. if the network bought inventory from another platform, or a DSP bought inventory from an exchange, this is the name of the platform/exchange."
dimension,App,app,False,False,True,True,True,True,False,The app name as configured in the Apps page.
dimension,App ID,site_public_id,True,True,True,False,False,False,True,"For apps, this is the app's ID in the Apple App Store or Google Play (see What is the difference between an app and an app site?). For websites, this is the website URL."
dimension,Asset ID,asset_id,False,False,False,True,False,False,False,"""Asset ID"" and ""Asset Name"" apply only to Google Ads UAC (mobile app) campaigns and Facebook Ads AAA campaigns. These campaigns have an additional level of granularity in which a single creative (ad) can contain multiple assets (images, videos, and texts), and each asset has its own name and ID. For more information, see the Google Ads Data Connector Guide and Facebook Data Connector. Note: Due to a Google Ads API limitation, you currently can't see Installs broken down by asset, only by creative."
dimension,Asset Name,asset_name,False,False,False,True,False,False,False,"""Asset ID"" and ""Asset Name"" apply only to Google Ads UAC (mobile app) campaigns and Facebook Ads AAA campaigns. These campaigns have an additional level of granularity in which a single creative (ad) can contain multiple assets (images, videos, and texts), and each asset has its own name and ID. For more information, see the Google Ads Data Connector Guide and Facebook Data Connector. Note: Due to a Google Ads API limitation, you currently can't see Installs broken down by asset, only by creative."
dimension,ATT opt in,opt_in,False,False,True,False,False,False,False,"A campaign and sub-campaign level dimension that indicates whether the user has consented to Apple's app transparency tracking. This dimension's values are ""true"" and ""false"". When we can't determine the value, it defaults to ""false"". Important: when using this dimension, you will not be able to see cost data."
dimension,Banner Name,banner_name,False,False,True,False,False,False,False,The name of the banner that the user clicked before they installed the app. This dimension is only available to Banners customers.
dimension,Bid Amount,bid_amount,True,True,True,False,False,False,False,"The bid amount in your organization's default currency (converted from Original Bid Amount). Note: For Google Ads, Singular only pulls the bid amount for campaigns in which the Bid Type is “Target CPA”. See the Campaign Properties FAQ for more information."
dimension,Bid Strategy,bid_strategy,True,True,True,False,False,False,False,"This dimension contains the original data that we pulled from the ad network in order to deduce the Standardized Bid Strategy. See the Campaign Properties FAQ for more information. To see exactly which setting we pull from each network and the logic we use to standardize it, see Campaign Properties Data Mapping."
dimension,Bid Type,bid_type,True,True,True,False,False,False,False,"This dimension contains the original data that we pulled from the ad network in order to deduce the Standardized Bid Type. See the Campaign Properties FAQ for more information. To see exactly which setting we pull from each network and the logic we use to standardize it, see Campaign Properties Data Mapping."
dimension,Campaign ID,unified_campaign_id,False,False,True,True,True,False,False,The ID of the campaign (see Campaign Name for more information).
dimension,Campaign Name,unified_campaign_name,False,False,True,True,True,False,False,"The name of the campaign. Usually this is pulled from the ad network, but if it's missing in the ad network, the dimension reflects the campaign name reported by the attribution tracker."
dimension,Campaign Objective,campaign_objective,True,True,True,False,False,False,False,"For ad networks that distinguish between the campaign objective and the bid type, such as Facebook and Snapchat, this dimension contains the campaign objective. You can also use it to find out if this is a mobile app install campaign. To see exactly which setting we pull from each network to populate this dimension, see Campaign Properties Data Mapping."
dimension,Campaign Status,campaign_status,True,True,True,False,False,False,False,"Is the campaign live or not? Note that this is not a standardized dimension, so it may contain different values based on the ad network, e.g. “live/not live” vs. “true/false”."
dimension,Campaign URL,adn_campaign_url,False,False,True,True,False,False,False,"The URL that is triggered when a user clicks on a campaign ad (the tracking link URL), as reported by the network. See also: Final URL."
dimension,City,city_field,False,False,True,False,False,False,False,"The user's city, as reported by the tracker, or else by certain ad networks. Not available for creative reports."
dimension,Click Type,adn_click_type,False,False,True,True,False,False,False,"The click type as reported by the ad network, where applicable."
dimension,Conversion Type,conversion_type,True,True,True,True,False,False,False,"How the user interacted with the ad. Possible values: ""Click-through"" (an ad click) or ""View-through"" (an ad impression)."
dimension,Conversion ValueConversion Value: A single number between 0 and 63 included in an SKAdNetwork postback. The conversion value is the only way to get any information about an install and the user's post-install activity in the SKAdNetwork framework. Learn more,skan_conversion_value,True,True,False,False,False,True,False,The SKAdNetwork conversion value (a number between 0 and 63).
dimension,Conversion Value Description,skan_conversion_value_description,True,True,False,False,False,True,False,A summary of the meaning of the conversion value in the context of the conversion model defined for the campaign.
dimension,Country,country_field,False,False,True,True,True,True,False,"The user's country, as reported by the network or derived from the network's targeting settings. For example, in SKAdNetwork, the user's country is not provided, but sometimes Singular can fill in that information by looking at the network's targeting settings and seeing that the campaign was targeted to one country only."
dimension,Country,ad_country,True,True,False,False,False,False,True,The country in which the ad was served.
dimension,Creative Format,creative_format,True,True,False,True,False,False,False,"The format of the creative as defined by the ad network. This dimension gives more detailed information than Normalized Creative Type. Currently available for Vungle, AppLovin, Unity, and IronSource campaigns. The expected values are: For Vungle: ""dynamic interstitial"", ""square dynamic interstitial"", ""showcase"", ""looping"", ""carousel"", ""gradient"", ""swipe"" For AppLovin: ""GRAPHIC"", ""VIDEO"", ""REWARD"" (rewarded video), ""PLAY"" (playable ad) For Ironsource: “Video & Carousel”, “Video & Full Screen”, “Video & Interactive End Card”, “Playable”, “Interactive Video”"
dimension,Creative Height,creative_height,True,True,False,True,False,False,False,"The height of an image/video creative, in pixels."
dimension,Creative ID,creative_id,True,True,False,True,False,False,False,The unique identifier of the creative.
dimension,Creative Name,creative_name,True,True,False,True,False,False,False,"The name of the creative, usually given by the customer."
dimension,Creative Reported URL,creative_reported_url,True,True,False,True,False,False,False,The URL that is triggered when the user clicks the creative.
dimension,Creative Width,creative_width,True,True,False,True,False,False,False,"The width of an image/video creative, in pixels."
dimension,Device Model,device_model,False,False,True,False,False,False,False,"In Aura campaigns only: the device model the ad was displayed in, e.g., LM-X320."
dimension,DMA ID,dma_id_field,False,False,True,False,False,False,False,The ID of the Designated Marketing Area that the ad was targeted to. The availability of this dimension depends on the network. Not available for creative reports.
dimension,DMA Name,dma_name_field,False,False,True,False,False,False,False,The name of the Designated Marketing Area that the ad was targeted to. The availability of this dimension depends on the network. Not available for creative reports.
dimension,Facebook Ad Set ID,fb_adset_id,False,False,True,False,False,False,False,"In Facebook campaigns only: the ""Ad Set ID"" given by Facebook."
dimension,Facebook Campaign ID,fb_campaign_id,False,False,True,False,False,False,False,In Facebook campaigns only: the campaign ID given by Facebook.
